# Animal, Behaviour, Frame
animal_1,mandible_contact,02242.jpg
animal_1,mandible_contact,02243.jpg
animal_1,mandible_contact,02244.jpg
animal_1,mandible_contact,02245.jpg
animal_1,mandible_contact,02246.jpg
animal_1,mandible_contact,02247.jpg
animal_1,mandible_contact,02248.jpg
animal_1,mandible_contact,02249.jpg
animal_1,mandible_contact,02250.jpg
animal_1,mandible_contact,02251.jpg
animal_1,mandible_contact,02252.jpg
animal_1,mandible_contact,02253.jpg
animal_1,mandible_contact,02254.jpg
animal_1,mandible_contact,02255.jpg
animal_1,mandible_contact,02256.jpg
animal_1,mandible_contact,02257.jpg
animal_1,mandible_contact,02258.jpg
animal_1,mandible_contact,02259.jpg
animal_1,mandible_contact,02260.jpg
animal_1,mandible_contact,02261.jpg
animal_1,mandible_contact,02262.jpg
animal_1,mandible_contact,02263.jpg
animal_1,mandible_contact,02264.jpg
animal_1,mandible_contact,02290.jpg
animal_1,mandible_contact,02291.jpg
animal_1,mandible_contact,02292.jpg
animal_1,mandible_contact,02293.jpg
animal_1,mandible_contact,02294.jpg
animal_1,mandible_contact,02295.jpg
animal_1,mandible_contact,02296.jpg
animal_1,mandible_contact,02297.jpg
animal_1,mandible_contact,02298.jpg
animal_1,mandible_contact,02299.jpg
animal_1,mandible_contact,02300.jpg
animal_1,mandible_contact,02301.jpg
animal_1,mandible_contact,02302.jpg
animal_1,mandible_contact,02303.jpg
animal_1,mandible_contact,02304.jpg
animal_1,mandible_contact,02305.jpg
animal_1,mandible_contact,02306.jpg
animal_1,mandible_contact,02307.jpg
animal_1,mandible_contact,02308.jpg
animal_1,mandible_contact,02309.jpg
animal_1,mandible_contact,02310.jpg
animal_1,mandible_contact,02311.jpg
animal_1,mandible_contact,02312.jpg
animal_1,mandible_contact,02313.jpg
animal_1,mandible_contact,02314.jpg
animal_1,mandible_contact,02315.jpg
animal_1,mandible_contact,02316.jpg
animal_1,mandible_contact,02317.jpg
animal_1,mandible_contact,02318.jpg
animal_1,mandible_contact,02319.jpg
animal_1,mandible_contact,02320.jpg
animal_1,mandible_contact,02321.jpg
animal_1,mandible_contact,02322.jpg
animal_1,mandible_contact,02323.jpg
animal_1,mandible_contact,02324.jpg
