# Animal, Behaviour, Frame
animal_1,mandible_contact,00973.jpg
animal_1,mandible_contact,00974.jpg
animal_1,mandible_contact,00975.jpg
animal_1,mandible_contact,00976.jpg
animal_1,mandible_contact,00977.jpg
animal_1,mandible_contact,00978.jpg
animal_1,mandible_contact,00979.jpg
animal_1,mandible_contact,00980.jpg
animal_1,mandible_contact,00981.jpg
animal_1,mandible_contact,00982.jpg
animal_1,mandible_contact,00983.jpg
animal_1,mandible_contact,00984.jpg
animal_1,mandible_contact,00985.jpg
animal_1,mandible_contact,00986.jpg
animal_1,mandible_contact,00987.jpg
animal_1,mandible_contact,00988.jpg
animal_1,mandible_contact,00989.jpg
animal_1,mandible_contact,00990.jpg
animal_1,mandible_contact,00991.jpg
animal_1,mandible_contact,00992.jpg
animal_1,mandible_contact,00993.jpg
animal_1,mandible_contact,00994.jpg
animal_1,mandible_contact,00995.jpg
animal_1,mandible_contact,00996.jpg
animal_1,mandible_contact,00997.jpg
animal_1,mandible_contact,00998.jpg
animal_1,mandible_contact,00999.jpg
animal_1,mandible_contact,01000.jpg
animal_1,mandible_contact,01001.jpg
animal_1,mandible_contact,01002.jpg
animal_1,mandible_contact,01003.jpg
animal_1,mandible_contact,01004.jpg
animal_1,mandible_contact,01005.jpg
animal_1,mandible_contact,01006.jpg
animal_1,mandible_contact,01007.jpg
animal_1,mandible_contact,01008.jpg
animal_1,mandible_contact,01009.jpg
animal_1,mandible_contact,01010.jpg
animal_1,mandible_contact,01011.jpg
animal_1,mandible_contact,01012.jpg
animal_1,mandible_contact,01013.jpg
animal_1,mandible_contact,01014.jpg
animal_1,mandible_contact,01015.jpg
animal_1,mandible_contact,01016.jpg
animal_1,mandible_contact,01017.jpg
animal_1,mandible_contact,01018.jpg
animal_1,mandible_contact,01019.jpg
animal_1,mandible_contact,01020.jpg
animal_1,mandible_contact,01021.jpg
animal_1,mandible_contact,01022.jpg
animal_1,mandible_contact,01023.jpg
animal_1,mandible_contact,01024.jpg
animal_1,mandible_contact,01025.jpg
animal_1,mandible_contact,01026.jpg
animal_1,mandible_contact,01027.jpg
animal_1,mandible_contact,01028.jpg
animal_1,mandible_contact,01029.jpg
animal_1,mandible_contact,01030.jpg
animal_1,mandible_contact,01031.jpg
animal_1,mandible_contact,01032.jpg
animal_1,mandible_contact,01033.jpg
animal_1,mandible_contact,01034.jpg
animal_1,mandible_contact,01035.jpg
animal_1,mandible_contact,01036.jpg
animal_1,mandible_contact,01046.jpg
animal_1,mandible_contact,01047.jpg
animal_1,mandible_contact,01048.jpg
animal_1,mandible_contact,01049.jpg
animal_1,mandible_contact,01050.jpg
animal_1,mandible_contact,01051.jpg
animal_1,mandible_contact,01052.jpg
animal_1,mandible_contact,01075.jpg
animal_1,mandible_contact,01076.jpg
animal_1,mandible_contact,01077.jpg
animal_1,mandible_contact,01078.jpg
animal_1,mandible_contact,01079.jpg
animal_1,mandible_contact,01080.jpg
animal_1,mandible_contact,01081.jpg
animal_1,mandible_contact,01082.jpg
animal_1,mandible_contact,01083.jpg
animal_1,mandible_contact,01084.jpg
animal_1,mandible_contact,01085.jpg
animal_1,mandible_contact,01086.jpg
animal_1,mandible_contact,01087.jpg
animal_1,mandible_contact,01088.jpg
animal_1,mandible_contact,01107.jpg
animal_1,mandible_contact,01108.jpg
animal_1,mandible_contact,01109.jpg
animal_1,mandible_contact,01110.jpg
animal_1,mandible_contact,01111.jpg
animal_1,mandible_contact,01112.jpg
animal_1,mandible_contact,01113.jpg
animal_1,mandible_contact,01114.jpg
animal_1,mandible_contact,01115.jpg
animal_1,mandible_contact,01116.jpg
animal_1,mandible_contact,01117.jpg
animal_1,mandible_contact,01118.jpg
animal_1,mandible_contact,01119.jpg
animal_1,mandible_contact,01120.jpg
animal_1,mandible_contact,01121.jpg
animal_1,mandible_contact,01122.jpg
animal_1,mandible_contact,01123.jpg
animal_1,mandible_contact,01124.jpg
animal_1,mandible_contact,01125.jpg
animal_1,mandible_contact,01126.jpg
animal_1,mandible_contact,01127.jpg
animal_1,mandible_contact,01128.jpg
animal_1,mandible_contact,01129.jpg
animal_1,mandible_contact,01130.jpg
animal_1,mandible_contact,01131.jpg
animal_1,mandible_contact,01132.jpg
animal_1,mandible_contact,01133.jpg
animal_1,mandible_contact,01134.jpg
animal_1,mandible_contact,01135.jpg
animal_1,mandible_contact,01136.jpg
animal_1,mandible_contact,01137.jpg
animal_1,mandible_contact,01138.jpg
animal_1,mandible_contact,01139.jpg
animal_1,mandible_contact,01140.jpg
animal_1,mandible_contact,01141.jpg
animal_1,mandible_contact,01142.jpg
animal_1,mandible_contact,01143.jpg
animal_1,mandible_contact,01144.jpg
animal_1,mandible_contact,01145.jpg
animal_1,mandible_contact,01146.jpg
animal_1,mandible_contact,01147.jpg
animal_1,mandible_contact,01148.jpg
animal_1,mandible_contact,01149.jpg
animal_1,mandible_contact,01150.jpg
animal_1,mandible_contact,01151.jpg
animal_1,mandible_contact,01152.jpg
animal_1,mandible_contact,01153.jpg
animal_1,mandible_contact,01154.jpg
animal_1,mandible_contact,01155.jpg
animal_1,mandible_contact,01156.jpg
animal_1,mandible_contact,01172.jpg
