# Animal, Behaviour, Frame
animal_1,mandible_contact,01952.jpg
animal_1,mandible_contact,01953.jpg
animal_1,mandible_contact,01954.jpg
animal_1,mandible_contact,01955.jpg
animal_1,mandible_contact,01956.jpg
animal_1,mandible_contact,01957.jpg
animal_1,mandible_contact,01958.jpg
animal_1,mandible_contact,01959.jpg
animal_1,mandible_contact,01960.jpg
animal_1,mandible_contact,01961.jpg
animal_1,mandible_contact,01962.jpg
animal_1,mandible_contact,01963.jpg
animal_1,mandible_contact,01964.jpg
animal_1,mandible_contact,01965.jpg
animal_1,mandible_contact,01966.jpg
animal_1,mandible_contact,01967.jpg
animal_1,mandible_contact,01968.jpg
animal_1,mandible_contact,01969.jpg
animal_1,mandible_contact,01970.jpg
animal_1,mandible_contact,01971.jpg
animal_1,mandible_contact,01972.jpg
animal_1,mandible_contact,01973.jpg
animal_1,mandible_contact,01974.jpg
animal_1,mandible_contact,01975.jpg
animal_1,mandible_contact,01976.jpg
animal_1,mandible_contact,01977.jpg
animal_1,mandible_contact,01978.jpg
animal_1,mandible_contact,01979.jpg
animal_1,mandible_contact,01980.jpg
animal_1,mandible_contact,01981.jpg
animal_1,mandible_contact,01982.jpg
animal_1,mandible_contact,01983.jpg
animal_1,mandible_contact,01984.jpg
animal_1,mandible_contact,01985.jpg
animal_1,mandible_contact,01986.jpg
animal_1,mandible_contact,01987.jpg
animal_1,mandible_contact,01988.jpg
animal_1,mandible_contact,01989.jpg
animal_1,mandible_contact,01990.jpg
animal_1,mandible_contact,01991.jpg
animal_1,mandible_contact,01992.jpg
animal_1,mandible_contact,01993.jpg
animal_1,mandible_contact,01994.jpg
animal_1,mandible_contact,01995.jpg
animal_1,mandible_contact,01996.jpg
animal_1,mandible_contact,01997.jpg
animal_1,mandible_contact,01998.jpg
animal_1,mandible_contact,01999.jpg
animal_1,mandible_contact,02000.jpg
animal_1,mandible_contact,02001.jpg
animal_1,mandible_contact,02002.jpg
animal_1,mandible_contact,02003.jpg
animal_1,mandible_contact,02004.jpg
animal_1,mandible_contact,02005.jpg
animal_1,mandible_contact,02006.jpg
animal_1,mandible_contact,02007.jpg
animal_1,mandible_contact,02008.jpg
animal_1,mandible_contact,02009.jpg
animal_1,mandible_contact,02010.jpg
animal_1,mandible_contact,02011.jpg
animal_1,mandible_contact,02012.jpg
animal_1,mandible_contact,02013.jpg
animal_1,mandible_contact,02014.jpg
animal_1,mandible_contact,02015.jpg
animal_1,mandible_contact,02016.jpg
animal_1,mandible_contact,02017.jpg
animal_1,mandible_contact,02018.jpg
animal_1,mandible_contact,02019.jpg
animal_1,mandible_contact,02020.jpg
animal_1,mandible_contact,02021.jpg
animal_1,mandible_contact,02022.jpg
animal_1,mandible_contact,02023.jpg
animal_1,mandible_contact,02024.jpg
animal_1,mandible_contact,02025.jpg
animal_1,mandible_contact,02026.jpg
animal_1,mandible_contact,02027.jpg
animal_1,mandible_contact,02028.jpg
animal_1,mandible_contact,02029.jpg
animal_1,mandible_contact,02030.jpg
animal_1,mandible_contact,02031.jpg
animal_1,mandible_contact,02032.jpg
animal_1,mandible_contact,02033.jpg
animal_1,mandible_contact,02034.jpg
animal_1,mandible_contact,02035.jpg
animal_1,mandible_contact,02036.jpg
animal_1,mandible_contact,02037.jpg
animal_1,mandible_contact,02038.jpg
animal_1,mandible_contact,02039.jpg
animal_1,mandible_contact,02040.jpg
animal_1,mandible_contact,02041.jpg
animal_1,mandible_contact,02042.jpg
animal_1,mandible_contact,02043.jpg
animal_1,mandible_contact,02044.jpg
animal_1,mandible_contact,02045.jpg
animal_1,mandible_contact,02046.jpg
