# Animal, Behaviour, Frame
animal_1,mandible_contact,00895.jpg
animal_1,mandible_contact,00896.jpg
animal_1,mandible_contact,00897.jpg
animal_1,mandible_contact,00898.jpg
animal_1,mandible_contact,00899.jpg
animal_1,mandible_contact,00900.jpg
animal_1,mandible_contact,00901.jpg
animal_1,mandible_contact,00902.jpg
animal_1,mandible_contact,00903.jpg
animal_1,mandible_contact,00904.jpg
animal_1,mandible_contact,00905.jpg
animal_1,mandible_contact,00906.jpg
animal_1,mandible_contact,00907.jpg
animal_1,mandible_contact,00908.jpg
animal_1,mandible_contact,00909.jpg
animal_1,mandible_contact,00910.jpg
animal_1,mandible_contact,00911.jpg
animal_1,mandible_contact,00912.jpg
animal_1,mandible_contact,00913.jpg
animal_1,mandible_contact,00914.jpg
animal_1,mandible_contact,00915.jpg
animal_1,mandible_contact,00916.jpg
animal_1,mandible_contact,00917.jpg
animal_1,mandible_contact,00918.jpg
animal_1,mandible_contact,00919.jpg
animal_1,mandible_contact,00920.jpg
animal_1,mandible_contact,00921.jpg
animal_1,mandible_contact,00922.jpg
animal_1,mandible_contact,00923.jpg
animal_1,mandible_contact,00924.jpg
animal_1,mandible_contact,00925.jpg
animal_1,mandible_contact,00926.jpg
animal_1,mandible_contact,00927.jpg
animal_1,mandible_contact,00928.jpg
animal_1,mandible_contact,00929.jpg
animal_1,mandible_contact,00930.jpg
animal_1,mandible_contact,00931.jpg
animal_1,mandible_contact,00932.jpg
animal_1,mandible_contact,00933.jpg
animal_1,mandible_contact,00934.jpg
animal_1,mandible_contact,00935.jpg
animal_1,mandible_contact,00936.jpg
animal_1,mandible_contact,00937.jpg
animal_1,mandible_contact,00938.jpg
animal_1,mandible_contact,00939.jpg
animal_1,mandible_contact,00940.jpg
animal_1,mandible_contact,00941.jpg
animal_1,mandible_contact,00942.jpg
animal_1,mandible_contact,00943.jpg
animal_1,mandible_contact,00944.jpg
animal_1,mandible_contact,00945.jpg
animal_1,mandible_contact,00946.jpg
animal_1,mandible_contact,00947.jpg
animal_1,mandible_contact,00948.jpg
animal_1,mandible_contact,00949.jpg
animal_1,mandible_contact,00950.jpg
animal_1,mandible_contact,00951.jpg
animal_1,mandible_contact,00952.jpg
animal_1,mandible_contact,00953.jpg
animal_1,mandible_contact,00954.jpg
animal_1,mandible_contact,00955.jpg
animal_1,mandible_contact,00956.jpg
animal_1,mandible_contact,00957.jpg
animal_1,mandible_contact,00958.jpg
animal_1,mandible_contact,00959.jpg
animal_1,mandible_contact,00960.jpg
animal_1,mandible_contact,00961.jpg
animal_1,mandible_contact,00962.jpg
animal_1,mandible_contact,00963.jpg
animal_1,mandible_contact,00964.jpg
animal_1,mandible_contact,00965.jpg
animal_1,mandible_contact,00966.jpg
animal_1,mandible_contact,00967.jpg
animal_1,mandible_contact,00968.jpg
animal_1,mandible_contact,00969.jpg
animal_1,mandible_contact,00970.jpg
animal_1,mandible_contact,00971.jpg
animal_1,mandible_contact,00972.jpg
animal_1,mandible_contact,00973.jpg
animal_1,mandible_contact,00974.jpg
animal_1,mandible_contact,00975.jpg
animal_1,mandible_contact,00976.jpg
animal_1,mandible_contact,00977.jpg
animal_1,mandible_contact,00978.jpg
animal_1,mandible_contact,00979.jpg
animal_1,mandible_contact,00980.jpg
animal_1,mandible_contact,00981.jpg
animal_1,mandible_contact,00982.jpg
animal_1,mandible_contact,00983.jpg
