# Animal, Behaviour, Frame
animal_1,mandible_contact,00320.jpg
animal_1,mandible_contact,00321.jpg
animal_1,mandible_contact,00322.jpg
animal_1,mandible_contact,00323.jpg
animal_1,mandible_contact,00324.jpg
animal_1,mandible_contact,00325.jpg
animal_1,mandible_contact,00326.jpg
animal_1,mandible_contact,00327.jpg
animal_1,mandible_contact,00328.jpg
animal_1,mandible_contact,00329.jpg
animal_1,mandible_contact,00330.jpg
animal_1,mandible_contact,00331.jpg
animal_1,mandible_contact,00332.jpg
animal_1,mandible_contact,00333.jpg
animal_1,mandible_contact,00334.jpg
animal_1,mandible_contact,00335.jpg
animal_1,mandible_contact,00336.jpg
animal_1,mandible_contact,00337.jpg
animal_1,mandible_contact,00338.jpg
animal_1,mandible_contact,00339.jpg
animal_1,mandible_contact,00340.jpg
animal_1,mandible_contact,00341.jpg
animal_1,mandible_contact,00342.jpg
animal_1,mandible_contact,00343.jpg
animal_1,mandible_contact,00344.jpg
animal_1,mandible_contact,00345.jpg
animal_1,mandible_contact,00346.jpg
animal_1,mandible_contact,00347.jpg
animal_1,mandible_contact,00348.jpg
animal_1,mandible_contact,00349.jpg
animal_1,mandible_contact,00350.jpg
animal_1,mandible_contact,00351.jpg
animal_1,mandible_contact,00352.jpg
animal_1,mandible_contact,00353.jpg
animal_1,mandible_contact,00354.jpg
animal_1,mandible_contact,00355.jpg
animal_1,mandible_contact,00356.jpg
animal_1,mandible_contact,00357.jpg
animal_1,mandible_contact,00358.jpg
animal_1,mandible_contact,00359.jpg
animal_1,mandible_contact,00360.jpg
animal_1,mandible_contact,00361.jpg
animal_1,mandible_contact,00362.jpg
animal_1,mandible_contact,00363.jpg
animal_1,mandible_contact,00364.jpg
animal_1,mandible_contact,00365.jpg
animal_1,mandible_contact,00366.jpg
animal_1,mandible_contact,00367.jpg
animal_1,mandible_contact,00368.jpg
animal_1,mandible_contact,00369.jpg
animal_1,mandible_contact,00370.jpg
animal_1,mandible_contact,00371.jpg
animal_1,mandible_contact,00372.jpg
animal_1,mandible_contact,00373.jpg
animal_1,mandible_contact,00374.jpg
animal_1,mandible_contact,00375.jpg
animal_1,mandible_contact,00376.jpg
animal_1,mandible_contact,00377.jpg
animal_1,mandible_contact,00378.jpg
animal_1,mandible_contact,00379.jpg
animal_1,mandible_contact,00380.jpg
animal_1,mandible_contact,00381.jpg
animal_1,mandible_contact,00382.jpg
animal_1,mandible_contact,00383.jpg
animal_1,mandible_contact,00384.jpg
animal_1,mandible_contact,00385.jpg
animal_1,mandible_contact,00386.jpg
animal_1,mandible_contact,00387.jpg
animal_1,mandible_contact,00388.jpg
animal_1,mandible_contact,00389.jpg
animal_1,mandible_contact,00390.jpg
animal_1,mandible_contact,00391.jpg
animal_1,mandible_contact,00392.jpg
animal_1,mandible_contact,00393.jpg
animal_1,mandible_contact,00394.jpg
animal_1,mandible_contact,00395.jpg
animal_1,mandible_contact,00396.jpg
animal_1,mandible_contact,00397.jpg
animal_1,mandible_contact,00398.jpg
animal_1,mandible_contact,00399.jpg
animal_1,mandible_contact,00400.jpg
animal_1,mandible_contact,00401.jpg
animal_1,mandible_contact,00402.jpg
animal_1,mandible_contact,00403.jpg
animal_1,mandible_contact,00404.jpg
animal_1,mandible_contact,00405.jpg
animal_1,mandible_contact,00406.jpg
animal_1,mandible_contact,00407.jpg
animal_1,mandible_contact,00408.jpg
animal_1,mandible_contact,00409.jpg
animal_1,mandible_contact,00410.jpg
animal_1,mandible_contact,00411.jpg
animal_1,mandible_contact,00412.jpg
animal_1,mandible_contact,00413.jpg
animal_1,mandible_contact,00414.jpg
animal_1,mandible_contact,00415.jpg
animal_1,mandible_contact,00416.jpg
animal_1,mandible_contact,00417.jpg
animal_1,mandible_contact,00418.jpg
animal_1,mandible_contact,00419.jpg
animal_1,mandible_contact,00420.jpg
animal_1,mandible_contact,00421.jpg
animal_1,mandible_contact,00422.jpg
animal_1,mandible_contact,00423.jpg
animal_1,mandible_contact,00424.jpg
animal_1,mandible_contact,00425.jpg
animal_1,mandible_contact,00426.jpg
animal_1,mandible_contact,00427.jpg
animal_1,mandible_contact,00428.jpg
animal_1,mandible_contact,00429.jpg
