# Animal, Behaviour, Frame
animal_1,mandible_contact,01230.jpg
animal_1,mandible_contact,01231.jpg
animal_1,mandible_contact,01232.jpg
animal_1,mandible_contact,01233.jpg
animal_1,mandible_contact,01234.jpg
animal_1,mandible_contact,01235.jpg
animal_1,mandible_contact,01236.jpg
animal_1,mandible_contact,01237.jpg
animal_1,mandible_contact,01238.jpg
animal_1,mandible_contact,01239.jpg
animal_1,mandible_contact,01240.jpg
animal_1,mandible_contact,01241.jpg
animal_1,mandible_contact,01242.jpg
animal_1,mandible_contact,01243.jpg
animal_1,mandible_contact,01244.jpg
animal_1,mandible_contact,01245.jpg
animal_1,mandible_contact,01246.jpg
animal_1,mandible_contact,01247.jpg
animal_1,mandible_contact,01248.jpg
animal_1,mandible_contact,01249.jpg
animal_1,mandible_contact,01250.jpg
animal_1,mandible_contact,01251.jpg
animal_1,mandible_contact,01252.jpg
animal_1,mandible_contact,01253.jpg
animal_1,mandible_contact,01254.jpg
animal_1,mandible_contact,01255.jpg
animal_1,mandible_contact,01256.jpg
animal_1,mandible_contact,01257.jpg
animal_1,mandible_contact,01258.jpg
animal_1,mandible_contact,01259.jpg
animal_1,mandible_contact,01260.jpg
animal_1,mandible_contact,01261.jpg
animal_1,mandible_contact,01262.jpg
animal_1,mandible_contact,01263.jpg
animal_1,mandible_contact,01264.jpg
animal_1,mandible_contact,01265.jpg
animal_1,mandible_contact,01266.jpg
animal_1,mandible_contact,01267.jpg
animal_1,mandible_contact,01268.jpg
animal_1,mandible_contact,01269.jpg
animal_1,mandible_contact,01270.jpg
animal_1,mandible_contact,01271.jpg
animal_1,mandible_contact,01272.jpg
animal_1,mandible_contact,01273.jpg
animal_1,mandible_contact,01274.jpg
animal_1,mandible_contact,01275.jpg
animal_1,mandible_contact,01276.jpg
animal_1,mandible_contact,01277.jpg
animal_1,mandible_contact,01278.jpg
animal_1,mandible_contact,01279.jpg
animal_1,mandible_contact,01280.jpg
animal_1,mandible_contact,01281.jpg
animal_1,mandible_contact,01282.jpg
animal_1,mandible_contact,01283.jpg
animal_1,mandible_contact,01284.jpg
animal_1,mandible_contact,01285.jpg
animal_1,mandible_contact,01286.jpg
animal_1,mandible_contact,01287.jpg
