# Animal, Behaviour, Frame
animal_1,mandible_contact,00279.jpg
animal_1,mandible_contact,00280.jpg
animal_1,mandible_contact,00281.jpg
animal_1,mandible_contact,00282.jpg
animal_1,mandible_contact,00283.jpg
animal_1,mandible_contact,00284.jpg
animal_1,mandible_contact,00285.jpg
animal_1,mandible_contact,00286.jpg
animal_1,mandible_contact,00287.jpg
animal_1,mandible_contact,00288.jpg
animal_1,mandible_contact,00289.jpg
animal_1,mandible_contact,00290.jpg
animal_1,mandible_contact,00291.jpg
animal_1,mandible_contact,00292.jpg
animal_1,mandible_contact,00293.jpg
animal_1,mandible_contact,00294.jpg
animal_1,mandible_contact,00295.jpg
animal_1,mandible_contact,00296.jpg
animal_1,mandible_contact,00297.jpg
animal_1,mandible_contact,00298.jpg
animal_1,mandible_contact,00299.jpg
animal_1,mandible_contact,00300.jpg
animal_1,mandible_contact,00301.jpg
animal_1,mandible_contact,00302.jpg
animal_1,mandible_contact,00303.jpg
animal_1,mandible_contact,00304.jpg
animal_1,mandible_contact,00305.jpg
animal_1,mandible_contact,00306.jpg
animal_1,mandible_contact,00307.jpg
animal_1,mandible_contact,00308.jpg
animal_1,mandible_contact,00309.jpg
animal_1,mandible_contact,00310.jpg
animal_1,mandible_contact,00311.jpg
animal_1,mandible_contact,00312.jpg
animal_1,mandible_contact,00313.jpg
animal_1,mandible_contact,00314.jpg
animal_1,mandible_contact,00315.jpg
animal_1,mandible_contact,00316.jpg
animal_1,mandible_contact,00317.jpg
animal_1,mandible_contact,00318.jpg
animal_1,mandible_contact,00319.jpg
animal_1,mandible_contact,00320.jpg
animal_1,mandible_contact,00321.jpg
animal_1,mandible_contact,00322.jpg
animal_1,mandible_contact,00323.jpg
animal_1,mandible_contact,00324.jpg
animal_1,mandible_contact,00325.jpg
animal_1,mandible_contact,00326.jpg
animal_1,mandible_contact,00327.jpg
animal_1,mandible_contact,00328.jpg
animal_1,mandible_contact,00329.jpg
animal_1,mandible_contact,00330.jpg
animal_1,mandible_contact,00331.jpg
