# Animal, Behaviour, Frame
animal_1,mandible_contact,00549.jpg
animal_1,mandible_contact,00550.jpg
animal_1,mandible_contact,00551.jpg
animal_1,mandible_contact,00552.jpg
animal_1,mandible_contact,00553.jpg
animal_1,mandible_contact,00554.jpg
animal_1,mandible_contact,00555.jpg
animal_1,mandible_contact,00556.jpg
animal_1,mandible_contact,00557.jpg
animal_1,mandible_contact,00558.jpg
animal_1,mandible_contact,00559.jpg
animal_1,mandible_contact,00560.jpg
animal_1,mandible_contact,00561.jpg
animal_1,mandible_contact,00562.jpg
animal_1,mandible_contact,00563.jpg
animal_1,mandible_contact,00564.jpg
animal_1,mandible_contact,00565.jpg
animal_1,mandible_contact,00566.jpg
animal_1,mandible_contact,00567.jpg
animal_1,mandible_contact,00568.jpg
animal_1,mandible_contact,00569.jpg
animal_1,mandible_contact,00570.jpg
animal_1,mandible_contact,00571.jpg
animal_1,mandible_contact,00572.jpg
animal_1,mandible_contact,00573.jpg
animal_1,mandible_contact,00574.jpg
animal_1,mandible_contact,00575.jpg
animal_1,mandible_contact,00576.jpg
animal_1,mandible_contact,00577.jpg
animal_1,mandible_contact,00578.jpg
animal_1,mandible_contact,00579.jpg
animal_1,mandible_contact,00580.jpg
animal_1,mandible_contact,00581.jpg
animal_1,mandible_contact,00582.jpg
animal_1,mandible_contact,00583.jpg
animal_1,mandible_contact,00584.jpg
animal_1,mandible_contact,00585.jpg
animal_1,mandible_contact,00586.jpg
animal_1,mandible_contact,00587.jpg
animal_1,mandible_contact,00588.jpg
animal_1,mandible_contact,00589.jpg
animal_1,mandible_contact,00590.jpg
animal_1,mandible_contact,00591.jpg
animal_1,mandible_contact,00592.jpg
animal_1,mandible_contact,00593.jpg
animal_1,mandible_contact,00594.jpg
animal_1,mandible_contact,00595.jpg
animal_1,mandible_contact,00596.jpg
animal_1,mandible_contact,00597.jpg
animal_1,mandible_contact,00598.jpg
animal_1,mandible_contact,00599.jpg
animal_1,mandible_contact,00600.jpg
animal_1,mandible_contact,00601.jpg
animal_1,mandible_contact,00602.jpg
animal_1,mandible_contact,00603.jpg
animal_1,mandible_contact,00604.jpg
animal_1,mandible_contact,00605.jpg
animal_1,mandible_contact,00606.jpg
animal_1,mandible_contact,00607.jpg
animal_1,mandible_contact,00608.jpg
animal_1,mandible_contact,00609.jpg
animal_1,mandible_contact,00610.jpg
animal_1,mandible_contact,00611.jpg
animal_1,mandible_contact,00612.jpg
animal_1,mandible_contact,00613.jpg
animal_1,mandible_contact,00614.jpg
animal_1,mandible_contact,00615.jpg
animal_1,mandible_contact,00616.jpg
animal_1,mandible_contact,00617.jpg
animal_1,mandible_contact,00618.jpg
animal_1,mandible_contact,00619.jpg
animal_1,mandible_contact,00620.jpg
animal_1,mandible_contact,00621.jpg
animal_1,mandible_contact,00622.jpg
animal_1,mandible_contact,00623.jpg
animal_1,mandible_contact,00624.jpg
animal_1,mandible_contact,00625.jpg
animal_1,mandible_contact,00626.jpg
animal_1,mandible_contact,00627.jpg
animal_1,mandible_contact,00628.jpg
animal_1,mandible_contact,00629.jpg
animal_1,mandible_contact,00630.jpg
animal_1,mandible_contact,00631.jpg
animal_1,mandible_contact,00632.jpg
animal_1,mandible_contact,00633.jpg
animal_1,mandible_contact,00634.jpg
animal_1,mandible_contact,00635.jpg
animal_1,mandible_contact,00636.jpg
animal_1,mandible_contact,00637.jpg
animal_1,mandible_contact,00638.jpg
animal_1,mandible_contact,00639.jpg
animal_1,mandible_contact,00640.jpg
animal_1,mandible_contact,00641.jpg
animal_1,mandible_contact,00642.jpg
animal_1,mandible_contact,00643.jpg
animal_1,mandible_contact,00644.jpg
animal_1,mandible_contact,00645.jpg
animal_1,mandible_contact,00646.jpg
animal_1,mandible_contact,00647.jpg
animal_1,mandible_contact,00648.jpg
animal_1,mandible_contact,00649.jpg
animal_1,mandible_contact,00650.jpg
animal_1,mandible_contact,00651.jpg
animal_1,mandible_contact,00652.jpg
animal_1,mandible_contact,00653.jpg
animal_1,mandible_contact,00654.jpg
animal_1,mandible_contact,00655.jpg
animal_1,mandible_contact,00656.jpg
animal_1,mandible_contact,00657.jpg
animal_1,mandible_contact,00658.jpg
animal_1,mandible_contact,00659.jpg
animal_1,mandible_contact,00660.jpg
animal_1,mandible_contact,00661.jpg
animal_1,mandible_contact,00662.jpg
animal_1,mandible_contact,00663.jpg
animal_1,mandible_contact,00664.jpg
animal_1,mandible_contact,00665.jpg
animal_1,mandible_contact,00666.jpg
animal_1,mandible_contact,00667.jpg
animal_1,mandible_contact,00668.jpg
animal_1,mandible_contact,00669.jpg
animal_1,mandible_contact,00670.jpg
animal_1,mandible_contact,00671.jpg
animal_1,mandible_contact,00672.jpg
animal_1,mandible_contact,00673.jpg
animal_1,mandible_contact,00674.jpg
animal_1,mandible_contact,00675.jpg
animal_1,mandible_contact,00676.jpg
animal_1,mandible_contact,00677.jpg
animal_1,mandible_contact,00678.jpg
animal_1,mandible_contact,00679.jpg
animal_1,mandible_contact,00680.jpg
animal_1,mandible_contact,00681.jpg
animal_1,mandible_contact,00682.jpg
